Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.00197375,0.047816217,-1.051676154,-0.040775355,1.05355197
0.01200675,-0.158297807,-1.142825007,-0.053608328,1.154980972
0.02203975,-0.336843997,-1.174129486,-0.067343712,1.223347499
0.03207275,-0.483976185,-1.191597223,-0.071603969,1.288124225
0.04210575,-0.597764969,-1.148863792,-0.086772546,1.297975518
0.05213875,-0.664911568,-1.154112101,-0.067885675,1.333675597
0.06217175,-0.674381435,-1.405812621,-0.051574379,1.560051077
0.07220475,-0.643304229,-1.772496343,-0.05067423,1.886306309
0.08223775,-0.658038795,-2.045321226,-0.154144749,2.154092518
0.09227075,-0.739892125,-2.132681847,-0.263146877,2.272667704
0.10230375,-0.91366905,-1.953169703,-0.323476404,2.180435738
0.11233675,-1.167210102,-1.43667388,-0.278201312,1.871845941
0.12236975,-1.39460516,-0.986022055,-0.184609979,1.717918476
0.13240275,-1.569816351,-0.76705879,-0.10559798,1.75038667
0.14243575,-1.681125998,-0.774877965,-0.062765047,1.85217708
0.15246875,-1.765823364,-0.870443642,-0.039303396,1.969098536
0.16250175,-1.884937644,-0.902759373,-0.059432674,2.090812438
0.17253475,-2.092331648,-0.872328222,-0.115365982,2.26982765
0.18256775,-2.36498642,-0.890224755,-0.170484766,2.532730924
0.19260075,-2.542316914,-0.997830033,-0.17998825,2.737048745
0.20263375,-2.514722824,-1.002380133,-0.048660252,2.707575416
0.21266675,-2.30501318,-0.904660523,0.174227685,2.482307738
0.22269975,-2.008733034,-0.762123108,0.410046607,2.187230727
0.23273275,-1.682455182,-0.642497897,0.557200074,1.885187235
0.24276575,-1.398506403,-0.848914206,0.552665174,1.726822018
0.25279875,-1.212217808,-1.160319805,0.407244056,1.726748906
0.26283175,-1.102047324,-1.485071063,0.166432709,1.856783297
0.27286475,-0.987670124,-1.48434937,0.024905138,1.783088778
0.28289775,-0.815141618,-1.468073606,-0.007682011,1.679212609
0.29293075,-0.602201641,-1.503680587,0.006623691,1.619798134
0.30296375,-0.353979677,-1.745760798,0.032307457,1.781579678
0.31299675,-0.065642692,-2.224980593,0.022123262,2.226058634
0.32302975,0.220809653,-2.820698977,-0.100345597,2.831107355
0.33306275,0.455744416,-3.353309631,-0.272957057,3.395127982
0.34309575,0.634836078,-3.513629675,-0.370614171,3.589702662
0.35312875,0.784464717,-3.422566652,-0.324677587,3.52629592
0.36316275,0.830808997,-3.180000544,-0.121465676,3.288981751
0.37319575,0.677230895,-2.907699108,0.257967651,2.996648644
0.38322875,0.459939808,-2.503009319,0.626855791,2.620982347
0.39326175,0.212162778,-2.046136856,0.883829772,2.238938174
0.40329475,0.066527627,-1.937246799,0.792646408,2.094191829
0.41332775,-0.030316887,-1.744441748,0.591274917,1.842173215
0.42336075,-0.180762321,-1.469243646,0.395189017,1.532163916
0.433392917,-0.394194454,-1.133166909,0.351107568,1.250093211
0.443425917,-0.606619358,-0.673119068,0.390391469,0.986651825
0.453458917,-0.810696065,-0.078392312,0.434420437,0.923089693
0.463491917,-0.940987408,0.553446651,0.545843422,1.22053494
0.473524917,-0.923092306,0.675039649,0.685259104,1.333175897
0.483557917,-0.852562129,0.764627337,0.646175563,1.314937264
0.493590917,-0.659124196,0.879310787,0.463313401,1.192598622
0.503623917,-0.378263652,0.865267098,0.187241569,0.962720077
0.513656917,-0.032422367,0.77375555,-0.065618917,0.777209562
0.523689917,0.338467538,0.601524949,-0.217637628,0.723711736
0.533722917,0.679726839,0.458856195,-0.282700807,0.86746604
0.543755917,0.978566825,0.365800679,-0.295810521,1.085774853
0.553788917,1.250908852,0.28458333,-0.302968562,1.318161817
0.563821917,1.503945589,0.388316989,-0.346047103,1.591348804
0.573854917,1.764753222,0.798403859,-0.345286787,1.967492217
0.583887917,1.973139167,1.243792892,-0.268654138,2.347865834
0.593920917,2.036103725,1.384150505,-0.222111657,2.472028436
0.603953917,1.926855683,1.210278153,-0.319626421,2.29776132
0.613986917,1.657135487,1.05151403,-0.546685636,2.037313172
0.624019917,1.257006049,0.938904524,-0.824212432,1.772267487
0.634052917,0.762369871,0.89131707,-1.016149998,1.551842375
0.644085917,0.240869075,0.946896493,-1.083956003,1.459311995
0.654118917,-0.216745079,1.030186296,-1.069928288,1.50100259
0.664151917,-0.660460293,1.056310058,-0.815953791,1.489221047
0.674184917,-1.013186097,0.907962322,-0.437049568,1.428969549
0.684217917,-1.219220996,0.765223563,-0.135175884,1.445800628
0.694250917,-1.255846977,0.728531063,0.012199718,1.451915277
0.704283917,-1.154701352,0.763723493,0.012038276,1.384468745
0.714316917,-0.953317702,0.814755797,-0.080408037,1.256625283
0.724349917,-0.712109745,0.83536005,-0.079135083,1.10054035
0.734382917,-0.46920228,0.801081181,0.137594029,0.938516891
0.744415917,-0.245879412,0.679267526,0.394592106,0.82314275
0.754448917,-0.047277112,0.466749936,0.537817478,0.713679388
0.764481917,0.153185695,0.482287765,0.558260381,0.75347329
0.774515917,0.343947113,0.487874806,0.489143848,0.771740336
0.784548917,0.498416215,0.384757519,0.370006293,0.730316184
0.794581917,0.58140403,0.169951469,0.213846818,0.642374197
0.804614917,0.587982059,-0.175505117,0.009391888,0.613688157
0.814647917,0.518369913,-0.65156275,-0.186264962,0.853191667
0.824680917,0.40194872,-1.090699077,-0.350316167,1.214046402
0.834713917,0.249695525,-1.311184049,-0.426616251,1.401268315
0.844746917,0.081382401,-1.294577479,-0.40327239,1.358374973
0.854779917,-0.09314999,-1.090226769,-0.32678616,1.141954694
0.864812917,-0.265250772,-0.759378016,-0.194981679,0.827665874
0.874845917,-0.448371321,-0.44859165,-0.042013433,0.635638606
0.884878917,-0.615509927,-0.219064906,0.067261107,0.656784562
0.894911917,-0.743068695,-0.125631362,-0.00837213,0.753660678
0.904944917,-0.809177518,-0.08942762,-0.184858873,0.83482834
0.914977917,-0.824960172,0.077872425,-0.291711301,0.878475317
0.925010917,-0.803023934,0.237605661,-0.262287945,0.877552765
0.935043917,-0.768488348,0.313078582,-0.173668578,0.847793202
0.945076917,-0.734828174,0.30227527,-0.100948341,0.800957772
0.955109917,-0.69529438,0.314127117,-0.008457559,0.76300829
0.965142917,-0.647210002,0.355981916,0.119606309,0.748271061
0.975175917,-0.570807099,0.329818517,0.277249992,0.715170299
