Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.013571125,0.19932887,0.138584137,-0.185898542,0.305770877
0.023603125,0.190250397,0.124791272,-0.204626024,0.306006347
0.033635125,0.156840503,0.059857018,-0.177450329,0.244275307
0.043667125,0.111090079,-0.018825904,-0.112928122,0.15952486
0.053700125,0.068105593,-0.119134396,0.000336646,0.137227875
0.063732125,0.032909229,-0.232919693,0.158952385,0.283902204
0.073764125,-0.006443238,-0.321687132,0.32772994,0.459272294
0.083796125,-0.063705996,-0.436699986,0.497965336,0.665383204
0.093828125,-0.133780688,-0.636120677,0.662308156,0.928008018
0.103861125,-0.220299557,-0.870433033,0.807008088,1.20724795
0.113893125,-0.342031866,-1.10265553,0.890902996,1.458267178
0.123925125,-0.528515577,-1.363479495,0.883441806,1.708471385
0.133957125,-0.766013324,-1.584523678,0.842953265,1.951425608
0.143990125,-1.026080608,-1.722073674,0.778824508,2.150568941
0.154022125,-1.262257218,-1.708438277,0.707537293,2.238897866
0.164054125,-1.438202143,-1.549459219,0.639475763,2.208659894
0.174086125,-1.544120789,-1.275278211,0.575996161,2.083846228
0.184119125,-1.560337782,-1.013034463,0.535905719,1.935997871
0.194151125,-1.483214736,-0.777276814,0.523534298,1.754472388
0.204183125,-1.348831654,-0.536543787,0.514025331,1.539950683
0.214215125,-1.206127524,-0.384833097,0.396391094,1.326637108
0.224248125,-1.051540971,-0.290070683,0.233463749,1.11551994
0.234280125,-0.892048478,-0.230309904,0.018345581,0.921482338
0.244312125,-0.725394487,-0.290626764,-0.232498273,0.815301494
0.254344125,-0.570341468,-0.474212825,-0.488890618,0.888358728
0.264377125,-0.432308763,-0.7018224,-0.734537005,1.104078874
0.274409125,-0.301449001,-0.936863124,-0.926526964,1.35167904
0.284441125,-0.18766731,-1.133635879,-1.047058821,1.554567946
0.294473125,-0.077388205,-1.286373973,-1.099608541,1.694073751
0.304505125,0.040596742,-1.292735934,-1.080163836,1.685101838
0.314538125,0.169086277,-1.090466738,-1.013089776,1.498018281
0.324570125,0.312712461,-0.779560924,-0.942219734,1.262252884
0.334601917,0.440742344,-0.455206811,-0.878738761,1.083350758
0.344633917,0.504541993,-0.162992641,-0.840172231,0.993488099
0.354666917,0.458456039,0.038198531,-0.810011387,0.931536105
0.364698917,0.383794904,0.226454169,-0.751112342,0.873355465
0.374730917,0.27516374,0.208621636,-0.672715545,0.756164185
0.384762917,0.175533265,0.10678149,-0.546827257,0.584152602
0.394795917,0.088157341,0.093661159,-0.422540188,0.441683529
0.404827917,-0.013098177,0.115109995,-0.318130434,0.33856882
0.414859917,-0.130803764,0.166029632,-0.176752508,0.275530239
0.424891917,-0.234711006,0.210231811,-0.023408698,0.315966197
0.434924917,-0.309980989,0.122800231,0.089840628,0.345310655
0.444956917,-0.359193802,-0.097053692,0.151386812,0.401693382
0.454988917,-0.370949775,-0.370966226,0.156085953,0.547341302
0.465020917,-0.339468122,-0.652086973,0.159080073,0.752171853
0.475052917,-0.267268211,-0.861487865,0.159240395,0.915942761
0.485085917,-0.181414187,-0.887670398,0.152955085,0.918838996
0.495117917,-0.091044351,-0.704045177,0.151134819,0.725817069
0.505149917,-0.021643151,-0.420911908,0.163767785,0.452167168
0.515181917,0.008495045,-0.161258742,0.176896378,0.239518009
0.525214917,0.014834394,0.02443785,0.174651384,0.176975631
0.535246917,-0.002279345,0.132287085,0.164381698,0.211012822
0.545278917,-0.040316749,0.227361962,0.135223493,0.267589789
0.555310917,-0.093100064,0.33544904,0.086433314,0.358698199
0.565343917,-0.17633526,0.407212406,0.019353883,0.444174111
0.575375917,-0.310640067,0.402596086,-0.075890876,0.514140336
0.585407917,-0.49254173,0.411080897,-0.188723624,0.668731236
0.595439917,-0.713076711,0.388008326,-0.290263295,0.86213783
0.605472917,-0.95627135,0.337892652,-0.353933007,1.074195007
0.615504917,-1.194823146,0.301528782,-0.382249087,1.290207859
0.625536917,-1.419888735,0.274579227,-0.369157046,1.49256648
0.635568917,-1.601513147,0.189374343,-0.307731211,1.641769016
0.645600917,-1.729403019,0.08703275,-0.199456096,1.743041088
0.655633917,-1.796521068,-0.015637174,-0.071561247,1.79801376
0.665665917,-1.81929183,-0.14582549,0.046707544,1.825724358
0.675697917,-1.818778634,-0.337847143,0.139414042,1.855136838
0.685729917,-1.784699321,-0.515172362,0.197781995,1.868066366
0.695762917,-1.715097904,-0.684212804,0.216285378,1.859163077
0.705794917,-1.601823926,-0.818610728,0.210896075,1.811198655
0.715826917,-1.453795075,-0.884279788,0.199068442,1.713213095
0.725858917,-1.293686152,-0.922338843,0.174057364,1.598320608
0.735891917,-1.138420343,-0.90591222,0.150727004,1.462667583
0.745923917,-0.990855932,-0.797228336,0.187353134,1.285484226
0.755955917,-0.871902406,-0.623971879,0.267701238,1.105087628
0.765987917,-0.77662909,-0.441848069,0.344834238,0.957754202
0.776020917,-0.733186007,-0.29031527,0.399707586,0.884087569
0.786052917,-0.75394851,-0.170226708,0.408003718,0.874003731
0.796084917,-0.853145659,-0.096758612,0.322341532,0.917128021
0.806116917,-0.973642826,-0.125196278,0.250650883,1.013153654
0.816149917,-1.070317984,-0.182195127,0.229470238,1.109699167
0.826181917,-1.160911798,-0.177288175,0.210368842,1.193064269
0.836213917,-1.24072504,-0.109378099,0.155893624,1.255254961
0.846245917,-1.315269709,0.038412351,0.126024261,1.321851743
0.856277917,-1.376410842,0.258434474,0.15810737,1.409359118
0.866310917,-1.434396148,0.438579679,0.220808968,1.516113796
0.876342917,-1.486158967,0.509255707,0.258442879,1.592106332
0.886374917,-1.541891098,0.54309386,0.234296203,1.651445975
0.896406917,-1.55006969,0.512446702,0.148336023,1.639305109
0.906439917,-1.475165606,0.461492211,0.04280135,1.546260192
0.916471917,-1.30920279,0.374051064,-0.028311178,1.361883867
0.926503917,-1.081680655,0.247162566,-0.070220739,1.111779351
0.936535917,-0.840765238,0.083666578,-0.08604338,0.849287787
0.946568917,-0.593716919,-0.081164472,-0.108725548,0.609022739
0.956600917,-0.359334767,-0.20415698,-0.168891683,0.446459346
0.966632917,-0.144748136,-0.291342676,-0.250387132,0.410519541
0.976664917,0.026631605,-0.441629648,-0.295061916,0.531796505
0.986697917,0.156821638,-0.663642645,-0.238549292,0.722440552
0.996729917,0.263860196,-0.897222877,-0.075928695,0.938294335
1.006761917,0.33782655,-1.142416716,0.098806232,1.195410139
1.016793917,0.385223895,-1.294340253,0.249033809,1.373219566
1.026825917,0.411895186,-1.288766265,0.33377102,1.393549146
1.036858917,0.387670279,-1.134221673,0.348204553,1.248196082
1.046890917,0.312121451,-0.887815297,0.340735167,1.000867751
1.056922917,0.225069627,-0.620697021,0.320267975,0.733820622
1.066954917,0.158041134,-0.478599787,0.315845132,0.594804929
1.076987917,0.152194962,-0.437856078,0.309483379,0.557369907
1.087019917,0.21287024,-0.526667953,0.26662606,0.627520778
1.097051917,0.367240906,-0.644868612,0.178512707,0.763274653
1.107083917,0.604921639,-0.681555986,0.015313069,0.911418259
1.117116917,0.917395115,-0.600120783,-0.187656552,1.112193208
1.127148917,1.349744201,-0.379171431,-0.288286626,1.431324408
1.137180917,1.918106675,-0.035484366,-0.234358683,1.932696652
1.147212917,2.620635033,0.356126994,-0.116578385,2.647290111
1.157245917,3.436482906,0.692710876,0.000594576,3.505604581
1.167277917,4.368950367,0.924531639,0.132321581,4.467661028
1.177309917,5.42468071,0.991953313,0.301066935,5.522841069
1.187341917,6.691373348,0.792342961,0.549914658,6.760524446
1.197374917,8.261471748,0.095998526,0.958748996,8.317471419
1.207406917,10.24768257,-0.958473027,1.274149179,10.37097511
1.217438917,12.75150299,-2.224005938,1.046689987,12.98624622
1.227470917,15.82898903,-3.370250702,0.460899472,16.19036478
1.237503917,19.33839035,-4.541671753,-0.681688249,19.87623763
1.247535917,22.71693039,-6.009142876,-2.369719028,23.61745737
1.257567917,25.48446846,-7.671072483,-3.864178181,26.89303551
1.267599917,27.19350243,-8.842964172,-5.331336498,29.08793115
1.277631917,27.15272522,-9.790020943,-6.795973778,29.65299743
1.287664917,26.32549286,-11.66358948,-8.367268562,29.98469738
1.297696917,25.11896896,-13.88971615,-10.18680096,30.45747413
1.307728917,23.37861443,-16.41922951,-12.24526787,31.08210571
1.317760917,20.94601059,-19.16209412,-14.47701073,31.86698998
1.327794292,17.67196846,-21.96399498,-16.74906731,32.79095608
1.337826292,13.45336628,-24.55185699,-18.84739494,33.74923765
1.347858292,8.333364487,-26.56765747,-20.49637032,34.57436309
1.357890292,2.551278353,-27.64081192,-21.40963936,35.05561527
1.367923292,-3.454356909,-27.53544998,-21.41196823,35.05147602
1.377955292,-9.179503441,-26.24847031,-20.49926186,34.54656587
1.387987292,-14.19674587,-24.02829361,-18.85071945,33.67871896
1.398019292,-18.27407074,-21.23557663,-16.76379967,32.64837447
1.408052292,-21.39584732,-18.25296783,-14.51132584,31.64698556
1.418084292,-23.66447449,-15.35183811,-12.31333065,30.77831051
1.428116292,-25.25412178,-12.69194508,-10.30657673,30.08457513
1.438148292,-26.33304787,-10.35216808,-8.548306465,29.55791497
1.448181292,-27.04831123,-8.344236374,-7.055298805,29.1721556
1.458213292,-27.52238655,-6.656702518,-5.810535908,28.90598169
1.468245292,-27.82375908,-5.246432304,-4.792049408,28.71672611
1.478277292,-28.0062561,-4.0661726,-3.966321468,28.57649115
1.488310292,-28.11176682,-3.078172684,-3.308438063,28.47265957
1.498342292,-28.17176247,-2.241827965,-2.792279005,28.3984298
1.508374292,-28.19440079,-1.526383519,-2.40380764,28.33782584
