Time (s),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Absolute (rad/s)
0.014843792,-0.131887391,-0.375044942,-0.268888712,0.479952218
0.024876792,-0.246059,-0.275202036,-0.303619087,0.477980901
0.034909792,-0.385064572,-0.13887988,-0.274255872,0.492725714
0.044942792,-0.544455409,-0.043814674,-0.221277297,0.589334421
0.054975792,-0.756483793,-0.031245088,-0.07656087,0.76098985
0.065008792,-1.0075804,-0.092346266,0.115852386,1.01841439
0.075040792,-1.224696994,-0.263904691,0.271670997,1.281925717
0.085073792,-1.359561801,-0.545296133,0.304694593,1.496193489
0.095106792,-1.442722678,-0.915134668,0.238243118,1.725015933
0.105139792,-1.483501315,-1.392820835,0.079500623,2.036429812
0.115172792,-1.493662596,-1.886990666,-0.059496947,2.407343268
0.125205792,-1.469285131,-2.312627792,-0.197526097,2.747009767
0.135238792,-1.429462552,-2.616358042,-0.273063719,2.993869801
0.145271792,-1.336506844,-2.717726946,-0.269018501,3.040503453
0.155303792,-1.149492502,-2.553799152,-0.222793996,2.80942348
0.165336792,-0.882419586,-2.10061264,-0.140606329,2.282763223
0.175369792,-0.570102453,-1.342693448,-0.003405598,1.458716594
0.185402792,-0.26533249,-0.51150918,0.146699384,0.594612211
0.195435792,0.001235021,0.26289621,0.283423156,0.386580687
0.205468792,0.142470509,0.933983088,0.481219262,1.060280261
0.215501792,0.204708323,1.434777975,0.683338761,1.602324935
0.225534792,0.236142203,1.856927872,0.798360586,2.035024296
0.235566792,0.294369847,2.253852367,0.815615475,2.414898073
0.245599792,0.427511543,2.274151087,0.71220696,2.421108845
0.255632792,0.526189923,2.130467176,0.579117596,2.269613054
0.265665792,0.541243255,1.616670966,0.379730791,1.746643853
0.275698792,0.367085844,1.142226219,0.235591739,1.222675844
0.285731792,0.031152105,0.727660775,0.134865597,0.740708706
0.295764792,-0.342104316,0.34012267,-0.034128219,0.483615063
0.305796792,-0.684486628,-0.001804976,-0.22123228,0.719353128
0.315829792,-0.976200283,-0.206769571,-0.330175549,1.05106448
0.325862792,-1.234082341,-0.396800876,-0.337275594,1.33946444
0.335895792,-1.402258515,-0.591135979,-0.296780914,1.550435294
0.345928792,-1.449434876,-0.694953263,-0.249642581,1.626696934
0.355961792,-1.415321589,-0.696948469,-0.184039325,1.588314465
0.365994792,-1.324987054,-0.625210702,-0.00582494,1.465098306
0.376027792,-1.17931664,-0.369463563,0.188581035,1.250141539
0.386059792,-1.006161213,-0.099554375,0.330424875,1.063697353
0.396092792,-0.784433782,-0.022087283,0.337564796,0.854268224
0.406125792,-0.527250469,-0.222898856,0.146490499,0.590877672
0.416158792,-0.243145272,-0.756641865,-0.115130186,0.803045139
