"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.177107750e0,6.044597831e-4,-8.144140840e-1,1.533522755e-1,8.287264844e-1
2.187140750e0,2.915186584e-1,-9.828492403e-1,9.641817957e-2,1.029695209e0
2.197173750e0,5.975451469e-1,-9.253308773e-1,2.623615414e-2,1.101810225e0
2.207205750e0,8.871414661e-1,-7.486019135e-1,-4.244823009e-2,1.161562163e0
2.217238750e0,1.142609239e0,-5.832121968e-1,-8.632993698e-2,1.285746941e0
2.227271750e0,1.360629678e0,-5.529562831e-1,-1.185375899e-1,1.473473763e0
2.237304750e0,1.578631759e0,-6.750433445e-1,-1.927212775e-1,1.727687251e0
2.247337750e0,1.813594222e0,-8.850634098e-1,-2.916536927e-1,2.039000519e0
2.257370750e0,2.083914995e0,-9.852153063e-1,-3.710273504e-1,2.334740286e0
2.267403750e0,2.383639097e0,-8.728222847e-1,-3.836080432e-1,2.567237663e0
2.277435750e0,2.687718391e0,-6.355383396e-1,-2.897310853e-1,2.776991760e0
2.287468750e0,3.015482903e0,-3.674589694e-1,-1.283065826e-1,3.040497625e0
2.297501750e0,3.440614462e0,-8.765740693e-2,1.765036397e-2,3.441776174e0
2.307534750e0,3.996883631e0,4.797605798e-2,1.278072298e-1,3.999214316e0
2.317567750e0,4.690426826e0,-1.393125206e-2,2.012654692e-1,4.694763645e0
2.327600750e0,5.543365002e0,-1.994250119e-1,2.624587417e-1,5.553156802e0
2.337633750e0,6.582468510e0,-5.102707744e-1,3.406808376e-1,6.611000785e0
2.347665750e0,7.824960232e0,-9.828896523e-1,5.160451531e-1,7.903314324e0
2.357698750e0,9.277216911e0,-1.675785303e0,8.042783141e-1,9.461599950e0
2.367731750e0,1.096781826e1,-2.574836493e0,1.106826425e0,1.132024227e1
2.377764750e0,1.286051655e1,-3.121016741e0,1.113831878e0,1.328059686e1
2.387797750e0,1.474509430e1,-3.781537056e0,7.163466811e-1,1.523912665e1
2.397830750e0,1.656922340e1,-4.840113163e0,-2.433902621e-1,1.726340344e1
2.407863750e0,1.780169487e1,-6.884168148e0,-1.337330699e0,1.913323195e1
2.417895750e0,1.803846359e1,-7.606423855e0,-2.185414791e0,1.969822049e1
2.427928750e0,1.782265663e1,-8.024099350e0,-2.962191582e0,1.976886033e1
2.437961750e0,1.753345680e1,-8.570228577e0,-3.775064945e0,1.987767694e1
2.447994750e0,1.715221786e1,-9.249519348e0,-4.635890007e0,2.003106742e1
2.458027750e0,1.665552330e1,-1.004888344e1,-5.549776077e0,2.022835953e1
2.468060750e0,1.600996399e1,-1.096343517e1,-6.514528275e0,2.046838871e1
2.478093750e0,1.519296169e1,-1.196938133e1,-7.525175095e0,2.075380531e1
2.488125750e0,1.416835785e1,-1.304456711e1,-8.565004349e0,2.107753294e1
