"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.114620833e-2,-1.068858862e0,-1.030727506e0,-2.706335485e-1,1.509337926e0
2.117920833e-2,-1.270006299e0,-1.329208970e0,-2.979876697e-1,1.862393389e0
3.121258333e-2,-1.439940810e0,-1.572959065e0,-3.140455186e-1,2.155517188e0
4.124558333e-2,-1.602283359e0,-1.720923424e0,-3.671204746e-1,2.379845969e0
5.127858333e-2,-1.740832925e0,-1.559964657e0,-4.695792198e-1,2.384217617e0
6.131158333e-2,-1.835500836e0,-1.375629187e0,-5.653832555e-1,2.362430360e0
7.134458333e-2,-1.883252263e0,-1.240422964e0,-5.198217034e-1,2.314195934e0
8.137758333e-2,-1.863642335e0,-1.415516138e0,-3.237877488e-1,2.362559459e0
9.141158333e-2,-1.762401938e0,-1.681240797e0,-2.586400509e-2,2.435836644e0
1.014445833e-1,-1.586034894e0,-1.751351953e0,3.036326766e-1,2.382211819e0
1.114775833e-1,-1.346159458e0,-1.588783503e0,5.621402860e-1,2.156937645e0
1.215105833e-1,-1.077388406e0,-1.255949020e0,7.212007642e-1,1.805077356e0
1.315435833e-1,-8.476601243e-1,-8.642164469e-1,8.211241961e-1,1.462751756e0
1.415765833e-1,-7.258228660e-1,-5.752866268e-1,9.283710122e-1,1.311352840e0
1.516095833e-1,-6.857187748e-1,-3.280051053e-1,1.040941834e0,1.288936573e0
1.616425833e-1,-6.759409904e-1,-1.207040995e-1,1.076171756e0,1.276562317e0
1.716755833e-1,-6.317649484e-1,4.358984157e-2,1.043818712e0,1.220894970e0
1.817085833e-1,-5.086216927e-1,2.032133192e-1,9.723077416e-1,1.115963272e0
1.917415833e-1,-3.300750554e-1,3.771687746e-1,9.057510495e-1,1.035176695e0
2.017745833e-1,-1.147987247e-1,6.703657508e-1,8.508417606e-1,1.089266124e0
2.118075833e-1,8.279879391e-2,1.078261018e0,7.844167352e-1,1.335968591e0
2.218405833e-1,2.275826037e-1,1.472888231e0,7.185927033e-1,1.654560079e0
2.318735833e-1,2.897917926e-1,1.502792597e0,6.633301377e-1,1.668044287e0
2.419065833e-1,-2.908633277e-2,-2.452307194e-1,2.352272719e-1,3.410513011e-1
2.519395833e-1,-8.911753446e-2,-5.160960555e-1,-1.355684102e-1,5.409952563e-1
2.619725833e-1,-2.557611093e-2,-5.410006046e-1,-3.619842529e-1,6.514356384e-1
2.720055833e-1,2.958598547e-2,-5.723854899e-1,-5.539070964e-1,7.970655877e-1
2.820385833e-1,9.404673427e-2,-5.620883703e-1,-7.497813106e-1,9.417856115e-1
2.920715833e-1,1.368303746e-1,-7.543702722e-1,-8.587091565e-1,1.151163965e0
3.021045833e-1,1.355962604e-1,-8.790666461e-1,-8.799915314e-1,1.251211257e0
3.121375833e-1,5.872270092e-2,-8.962836862e-1,-8.624557853e-1,1.245232020e0
3.221705833e-1,-1.816968434e-2,-8.508634567e-1,-7.794029713e-1,1.154022422e0
3.322035833e-1,-3.095929697e-2,-5.076475739e-1,-5.233158469e-1,7.297424292e-1
3.422365833e-1,3.637740016e-2,8.491510153e-2,-1.753591895e-1,1.982037715e-1
3.522695833e-1,1.657666266e-1,3.820778430e-1,1.128949448e-1,4.315174633e-1
3.623025833e-1,2.954034209e-1,3.971606791e-1,2.507697344e-1,5.548740810e-1
3.723355833e-1,4.339015186e-1,4.097287953e-1,2.192398012e-1,6.357785023e-1
3.823685833e-1,4.652767479e-1,3.717790246e-1,1.300361454e-1,6.095994541e-1
